,Location,Period,Indicator,Dim1,First Tooltip
12768,Haiti,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,136.4 [127.5-146.1]
12769,Haiti,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,144.8 [134.8-155.1]
12770,Haiti,1992,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,127.8 [119-137.2]
12771,Haiti,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,140.5 [131.4-150.4]
12772,Haiti,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,149 [138.8-159.7]
12773,Haiti,1991,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,131.8 [122.7-141.4]
12774,Haiti,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,144.6 [135.2-154.8]
12775,Haiti,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,153.1 [142.8-164.3]
12776,Haiti,1990,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,135.6 [126.4-145.6]
12777,Haiti,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,148.7 [138.9-159]
12778,Haiti,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,157.3 [146.6-168.6]
12779,Haiti,1989,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,139.6 [130.1-149.8]
12780,Haiti,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,152.7 [142.6-163.3]
12781,Haiti,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,161.5 [150.5-173.1]
12782,Haiti,1988,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,143.5 [133.6-153.9]
12783,Haiti,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,156.8 [146.3-167.8]
12784,Haiti,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,165.8 [154.4-177.9]
12785,Haiti,1987,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,147.4 [137.3-158.2]
12786,Haiti,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,161.1 [150.2-172.6]
12787,Haiti,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,170.3 [158.5-182.9]
12788,Haiti,1986,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,151.4 [140.9-162.6]
12789,Haiti,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,165.4 [154.2-177.5]
12790,Haiti,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,174.8 [162.7-187.9]
12791,Haiti,1985,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,155.7 [144.8-167.4]
12792,Haiti,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,170 [158.3-182.5]
12793,Haiti,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,179.5 [166.8-193.2]
12794,Haiti,1984,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,160.1 [148.6-172.4]
12795,Haiti,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,174.7 [162.6-187.7]
12796,Haiti,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,184.3 [171.2-198.4]
12797,Haiti,1983,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,164.6 [152.7-177.3]
12798,Haiti,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,179.4 [166.9-193]
12799,Haiti,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,189.2 [175.5-203.7]
12800,Haiti,1982,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,169.1 [156.9-182.3]
12801,Haiti,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,184.2 [171.2-198.2]
12802,Haiti,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,194.2 [180.1-209.5]
12803,Haiti,1981,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,173.7 [161-187.5]
12804,Haiti,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,189.1 [175.5-203.5]
12805,Haiti,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,199.3 [184.7-214.8]
12806,Haiti,1980,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,178.4 [165.1-192.4]
12807,Haiti,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,194.1 [180.1-208.8]
12808,Haiti,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,204.4 [189.3-220.7]
12809,Haiti,1979,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,183.2 [169.3-197.5]
12810,Haiti,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,199.1 [184.6-214.2]
12811,Haiti,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,209.7 [194.1-226.3]
12812,Haiti,1978,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,188 [173.6-202.8]
12813,Haiti,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,204.3 [189.5-219.9]
12814,Haiti,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,215 [199.1-232.2]
12815,Haiti,1977,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,192.9 [178.2-207.9]
12816,Haiti,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,209.5 [194.4-225.7]
12817,Haiti,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,220.5 [204.1-238.2]
12818,Haiti,1976,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,198.1 [182.9-213.6]
12819,Haiti,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,214.9 [199.4-231.8]
12820,Haiti,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,226.1 [209.3-244.7]
12821,Haiti,1975,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,203.2 [187.5-219.4]
12822,Haiti,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,220.4 [204.1-237.8]
12823,Haiti,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,231.9 [214.4-251.2]
12824,Haiti,1974,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,208.3 [192.1-225.3]
12825,Haiti,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,225.8 [208.8-244]
12826,Haiti,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,237.6 [219.2-257.7]
12827,Haiti,1973,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,213.5 [196.7-231]
12828,Haiti,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,231 [213.2-250.3]
12829,Haiti,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,243.1 [223.8-264.3]
12830,Haiti,1972,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,218.4 [201-237]
12831,Haiti,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,236.1 [217.6-256.6]
12832,Haiti,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,248.2 [228.3-270.9]
12833,Haiti,1971,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,223.3 [205-242.8]
12834,Haiti,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,241 [221.7-262.3]
12835,Haiti,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,253.4 [232.7-276.7]
12836,Haiti,1970,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,227.9 [209-248.6]
12837,Haiti,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,245.8 [225.6-268.1]
12838,Haiti,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,258.5 [236.7-282.7]
12839,Haiti,1969,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,232.6 [212.7-254.3]
12840,Haiti,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,250.6 [229.2-274]
12841,Haiti,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,263.5 [240.8-288.8]
12842,Haiti,1968,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,237.1 [216.1-259.5]
12843,Haiti,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,255.2 [232.9-280]
12844,Haiti,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,268.3 [244.3-294.8]
12845,Haiti,1967,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,241.7 [219.4-265.3]
12846,Haiti,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,259.8 [236.1-285.8]
12847,Haiti,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,273 [247.8-301.2]
12848,Haiti,1966,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,246.1 [222.3-271]
12849,Haiti,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,264.1 [239.2-291.8]
12850,Haiti,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,277.5 [250.9-307.6]
12851,Haiti,1965,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,250.3 [225.6-276.8]
12852,Haiti,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,268.2 [242-297.9]
12853,Haiti,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,281.9 [253.6-314]
12854,Haiti,1964,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,254.2 [228.3-282.7]
12855,Haiti,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,272.6 [244.3-304.2]
12856,Haiti,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,285.9 [256.3-320.4]
12857,Haiti,1963,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,258.1 [230.6-288.7]
12858,Haiti,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,276.7 [246.6-310.4]
12859,Haiti,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,290.2 [258.5-327.1]
12860,Haiti,1962,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,262.3 [233-294.8]
12861,Haiti,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,281 [248.8-317.2]
12862,Haiti,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,294.7 [260.7-334.2]
12863,Haiti,1961,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,266.2 [235.2-301.5]
12864,Haiti,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,285.3 [250.7-324.4]
12865,Haiti,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,299.3 [262.9-341.2]
12866,Haiti,1960,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,270.7 [236.9-308.2]
12867,Haiti,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,289.9 [252.8-332.5]
12868,Haiti,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,304.1 [264.6-349.7]
12869,Haiti,1959,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,275 [239-315.8]
12870,Haiti,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,294.4 [253.9-341.5]
12871,Haiti,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,308.9 [266-358.9]
12872,Haiti,1958,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,279.2 [240.4-324.2]
12873,Haiti,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,299.4 [254.7-350.9]
12874,Haiti,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,313.9 [267-368.6]
12875,Haiti,1957,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,284 [241-333.2]
12876,Haiti,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,304.3 [254.9-360.4]
12877,Haiti,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,319.1 [267.3-379.1]
12878,Haiti,1956,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,288.8 [241.4-342.7]
12879,Honduras,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,16.81 [11.15-25.18]
12880,Honduras,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,18.58 [12.35-27.93]
12881,Honduras,2019,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,14.92 [9.87-22.34]
12882,Honduras,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,17.39 [11.95-25.15]
12883,Honduras,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,19.25 [13.23-27.9]
12884,Honduras,2018,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Female,15.4 [10.55-22.34]
12885,Honduras,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Both sexes,17.95 [12.8-25.13]
12886,Honduras,2017,Under-five mortality rate (probability of dying by age 5 per 1000 live births),Male,19.89 [14.21-27.86]
